stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
2025O00060C0,,Teixeira de Melo,,-22.986671,-43.199305,,,0,,,,
2025O00032C0,,Posto 8,,-22.987400,-43.196600,,,0,,,,
2027O00042C0,,Almirante Custódio de Melo,,-22.964044,-43.214469,,,0,,,,
2027O00022C0,,Carlos Esmeraldino,,-22.962950,-43.211520,,,0,,,,
2027O00041C0,,Maria Angélica,,-22.962870,-43.208300,,,0,,,,
2025O00057C0,,Vinícius de Moraes,,-22.979280,-43.201283,,,0,,,,
2025O00054C0,,Maria Quitéria,,-22.980590,-43.205990,,,0,,,,
2025O00052C0,,Aníbal de Mendonça,,-22.980640,-43.211852,,,0,,,,
2026O00053C0,,Ponto Final: Gávea :: Linhas para Zona Oeste,,-22.979010,-43.222250,,,0,,,,
2027O00026C0,,Frei Solano,,-22.962923,-43.203039,,,0,,,,
2027O00059C0,,Eurico Cruz,,-22.960683,-43.206938,,,0,,,,
2027O00097C0,,General Garzon,,-22.967135,-43.219830,,,0,,,,
2027O00102C0,,Carlos Esmeraldino,,-22.962566,-43.211116,,,0,,,,
2028O00025C0,,Eurico Cruz,,-22.960475,-43.206776,,,0,,,,
2026O00057C0,,Ponto Final: Jardim de Alah :: Afrânio de Melo Franco,,-22.979600,-43.218240,,,0,,,,
2026O00095C0,6HXF,Ponto Final: Leblon :: Praça Antero de Quental,,-22.985490,-43.223500,,,0,,,,
2026O00078C0,,Professor Arthur Ramos :: Linhas sentido Barra da Tijuca,,-22.983460,-43.223290,,,0,,,,
2028O00036C0,,Jóquei Clube,,-22.971011,-43.223365,,,0,,,,
2028O00021C0,,Marquês de Sabará,,-22.966710,-43.231340,,,0,,,,
2028O00003C0,,Mestre Ioviniano,,-22.965739,-43.224556,,,0,,,,
2028O00020C0,,Barão de Oliveira Castro,,-22.966180,-43.229750,,,0,,,,
2028O00039C0,,Barão de Oliveira Castro,,-22.966322,-43.229697,,,0,,,,
2028O00019C0,,Escola Municipal Capistrano de Abreu,,-22.965620,-43.228700,,,0,,,,
2028O00038C0,,Escola Municipal Capistrano de Abreu,,-22.965807,-43.228692,,,0,,,,
2028O00037C0,,Abreu Fialho,,-22.965504,-43.226612,,,0,,,,
2026O00020S0,6HPE,"BRS 1,2,3: Carlos Góis",,-22.984810,-43.219110,,,0,,,,
2028O00004C0,,Von Martius,,-22.965415,-43.222412,,,0,,,,
2029O00010C0,,Alexandre Stockler,,-22.984333,-43.240774,,,0,,,,
2028O00014C0,,Colégio Divina Providência,,-22.964200,-43.221390,,,0,,,,
2028O00005C0,,Visconde de Carandaí,,-22.965910,-43.221020,,,0,,,,
2028O00013C0,,Visconde de Carandaí,,-22.964800,-43.219710,,,0,,,,
2027O00013C0,,Praça Senador Filinto Miller,,-22.975730,-43.198470,,,0,,,,
2027O00057C0,,Viaduto Saint-Hilaire,,-22.960469,-43.204758,,,0,,,,
2026O00076C0,,Metrô Antero de Quental,,-22.984710,-43.222970,,,0,,,,
2025O00050C0,,Visconde de Pirajá,,-22.983096,-43.214189,,,0,,,,
2027O00023C0,,Maria Angélica,,-22.963008,-43.207182,,,0,,,,
2027O00020C0,,General Garzon,,-22.968899,-43.217294,,,0,,,,
2026O00091C0,,Metrô Jardim de Alah,,-22.983256,-43.215618,,,0,,,,
2026O00086C0,,João de Barros :: Linhas sentido Gávea,,-22.982940,-43.223420,,,0,,,,
2026O00087C0,,Humberto de Campos :: Linhas sentido Barra da Tijuca,,-22.982170,-43.223610,,,0,,,,
2027O00040C0,,Corte do Cantagalo,,-22.976973,-43.196361,,,0,,,,
2026O00037S0,6HWC,"BRS 1,2,3: João Lira",,-22.985140,-43.221600,,,0,,,,
2025O00053C0,,Garcia d'Ávila,,-22.980820,-43.208646,,,0,,,,
2025O00055C0,,Joana Angélica,,-22.979967,-43.203738,,,0,,,,
2028O00018C0,,Abreu Fialho,,-22.965436,-43.226325,,,0,,,,
2026O00058C0,,Paisandu Atlético Clube,,-22.980702,-43.218088,,,0,,,,
2029O00032C0,,Gávea Trade Center,,-22.976590,-43.229655,,,0,,,,
2029O00034P0,,Terminal da PUC :: Plataforma A,,-22.979071,-43.231112,,,0,2029O00041T0,,,A
2028O00027C0,3GDT,J. Carlos,,-22.960810,-43.209310,,,0,,,,
2028O00031C0,6PUF,Hospital da Lagoa,,-22.961865,-43.215231,,,0,,,,
2027O00067C0,VIN5,Engenheiro Marques Porto,,-22.959719,-43.201374,,,0,,,,
2027O00103C0,,Parque dos Patins,,-22.973973,-43.218227,,,0,,,,
2027O00104C0,,Marcos Tamoyo,,-22.962634,-43.205994,,,0,,,,
2027O00087C0,,Vitor Maurtua,,-22.965196,-43.203744,,,0,,,,
2027O00086C0,,Vitor Maurtua,,-22.964960,-43.203520,,,0,,,,
2027O00088C0,,Ministro Armando de Alencar,,-22.969090,-43.205510,,,0,,,,
2027O00085C0,,Ministro Armando de Alencar,,-22.969278,-43.205277,,,0,,,,
2027O00082C0,,Parque da Catacumba,,-22.973110,-43.202000,,,0,,,,
2027O00093C0,,Vinícius de Moraes,,-22.979240,-43.202490,,,0,,,,
2027O00094C0,,Maria Quitéria,,-22.980440,-43.206750,,,0,,,,
2029O00028C0,,Praça Sibélius,,-22.977370,-43.226570,,,0,,,,
2029O00025C0,,Ponto Final: Alto Gávea :: Parque da Cidade,,-22.982038,-43.240976,,,0,,,,
2027O00045C0,,Baronesa do Poconé,,-22.962666,-43.202859,,,0,,,,
2027O00101C0,,Carvalho Azevedo,,-22.964472,-43.202862,,,0,,,,
2027O00044C0,,Sacopã,,-22.965081,-43.202547,,,0,,,,
2027O00046C0,,Almirante Guillobei,,-22.966520,-43.202630,,,0,,,,
2029O00041T0,,Terminal da PUC,,-22.979221,-43.231567,,,1,,,,
2031O00003C0,,Povina Cavalcanti,,-22.997560,-43.260500,,,0,,,,
2031O00008C0,,Almirante Álvaro Alberto,,-22.995057,-43.257310,,,0,,,,
2031O00014C0,,Gavea Golf and Country Club,,-22.997490,-43.264730,,,0,,,,
2031O00037C0,,Mirante das Canoas,,-22.988314,-43.269560,,,0,,,,
2031O00038C0,,Mirante das Canoas,,-22.988231,-43.269603,,,0,,,,
2032O00018C0,,Barão de Iguatemi,,-22.913530,-43.215890,,,0,,,,
2032O00027C0,,Estação Barão de Mauá :: Pista Lateral,,-22.907740,-43.210140,,,0,,,,
2029O00001C0,,Vila Cruzado,,-22.985290,-43.244640,,,0,,,,
2031O00033C0,,Gabriel Garcia Moreno,,-22.993419,-43.275522,,,0,,,,
2031O00039C0,,"Canoa, 3323",,-22.985214,-43.270980,,,0,,,,
2031O00035C0,,"Canoa, 1850",,-22.989165,-43.274021,,,0,,,,
2031O00036C0,,Casa das Canoas - Fundação Oscar Niemeyer,,-22.987214,-43.273328,,,0,,,,
2031O00034C0,,Condomínio Povoado das Canoas,,-22.991355,-43.274073,,,0,,,,
2029O00011C0,,Álvaro Americano,,-22.982390,-43.238090,,,0,,,,
2029O00012C0,,Engenheiro Mario Machado,,-22.981514,-43.236429,,,0,,,,
2029O00019C0,,Adolfo Luz,,-22.979434,-43.234652,,,0,,,,
2029O00035C0,,Adolfo Luz,,-22.979379,-43.234476,,,0,,,,
2029O00018C0,,Duque Estrada,,-22.978030,-43.233440,,,0,,,,
2029O00013C0,,Duque Estrada,,-22.977790,-43.232910,,,0,,,,
2029O00029C0,,CMS Pindaro de Carvalho Rodrigues,,-22.979409,-43.229308,,,0,,,,
2029O00027C0,,Praça Sibélius,,-22.979560,-43.226690,,,0,,,,
2029O00033C0,,Padre Leonel Franca,,-22.978570,-43.229750,,,0,,,,
2027O00096C0,,Colégio Estadual André Maurois,,-22.977042,-43.224905,,,0,,,,
2029O00016C0,,Praça Sibélius,,-22.977370,-43.227240,,,0,,,,
2029O00039P0,,Terminal da PUC :: Plataforma B,,-22.979381,-43.231033,,,0,2029O00041T0,,,B
2028O00016C0,,Von Martius,,-22.965326,-43.222540,,,0,,,,
2027O00098C0,HKBW,ABBR,,-22.964565,-43.217649,,,0,,,,
2027O00043C0,,General Garzon,,-22.969067,-43.217597,,,0,,,,
2028O00032C0,7DDY,ABBR,,-22.964402,-43.217762,,,0,,,,
2027O00105C0,AWBW,Jóquei Clube,,-22.973620,-43.225424,,,0,,,,
2027O00060C0,RE3Z,Tasso Fragoso,,-22.961141,-43.210429,,,0,,,,
2030O00012C0,,Vidigal,,-22.994692,-43.234484,,,0,,,,
2027O00051C0,FMCV,Jardim Botânico,,-22.971410,-43.223400,,,0,,,,
2029O00020C0,,Antenor Rangel,,-22.981520,-43.236710,,,0,,,,
2027O00061C0,JJAY,Parque Lage,,-22.961400,-43.213083,,,0,,,,
2027O00062C0,IGR3,Hospital da Lagoa,,-22.962236,-43.215419,,,0,,,,
2027O00091C0,,Parque da Catacumba,,-22.974247,-43.201291,,,0,,,,
2027O00049C0,,Biblioteca Municipal Vinicius de Moraes,,-22.976080,-43.225182,,,0,,,,
2031O00025C0,,Ponto Final: São Conrado,,-22.998852,-43.270560,,,0,,,,
2029O00031C0,,Praça Sibélius,,-22.978520,-43.227510,,,0,,,,
2027O00089C0,,Tabatinguera,,-22.971655,-43.207983,,,0,,,,
2027O00084C0,,Tabatinguera,,-22.971640,-43.207617,,,0,,,,
2027O00099C0,,Calombo,,-22.973855,-43.205573,,,0,,,,
2027O00083C0,,Calombo,,-22.973779,-43.205940,,,0,,,,
2028O00029C0,6EIC,Parque Lage,,-22.961153,-43.212366,,,0,,,,
2027O00095C0,,Aníbal de Mendonça,,-22.980383,-43.210946,,,0,,,,
2027O00100C0,,Corte do Cantagalo,,-22.976836,-43.196288,,,0,,,,
1005O00226C0,,Henrique Valadares,,-22.912190,-43.190570,,,0,,,,
2032O00032C0,,Estação Barão de Mauá :: Linha 461,,-22.907059,-43.210830,,,0,,,,
2031O00002C0,,Herbert Moses,,-22.998160,-43.265680,,,0,,,,
2029O00038C0,9VQU,Praça Santos Dumont,,-22.973808,-43.226103,,,0,,,,
2032O00015C0,,Joaquim Palhares,,-22.913590,-43.210270,,,0,,,,
2031O00007C0,,Fashion Mall,,-22.996090,-43.259380,,,0,,,,
2031O00013C0,,Golf Clube,,-22.994680,-43.257770,,,0,,,,
2031O00024C0,,Bertha Lutz,,-22.993995,-43.253922,,,0,,,,
2031O00012C0,,Almirante Álvaro Alberto,,-22.997380,-43.257540,,,0,,,,
2030O00007C0,,Chácara do Céu,,-22.990922,-43.232441,,,0,,,,
2030O00004C0,,Chácara do Céu,,-22.991075,-43.232530,,,0,,,,
2030O00009C0,,Dom Eugênio Sales,,-22.997250,-43.237840,,,0,,,,
2030O00001C0,,Dom Eugênio Sales,,-22.997300,-43.237610,,,0,,,,
2030O00010C0,,Vip's,,-23.000162,-43.243597,,,0,,,,
2032O00022C0,,Praça da Bandeira :: Pista Lateral,,-22.911510,-43.214100,,,0,,,,
2032O00021C0,,Praça da Bandeira :: Pista Central,,-22.911540,-43.214381,,,0,,,,
2031O00040C0,,Ápia,,-22.990903,-43.252408,,,0,,,,
2031O00004C0,,Ponto Final: São Conrado :: Avenida Prefeito Mendes de Moraes,,-22.998650,-43.259573,,,0,,,,
2032O00017C0,,Santa Filomena,,-22.913557,-43.215314,,,0,,,,
2032O00001C0,,Ponto Final: Praça da Bandeira :: Joaquim Palhares,,-22.911486,-43.212072,,,0,,,,
2032O00023C0,,Praça da Bandeira :: Pista Central,,-22.910852,-43.214212,,,0,,,,
2032O00020C0,,Praça da Bandeira :: Pista Lateral,,-22.910504,-43.214342,,,0,,,,
2033O00100C0,,Ponto Final: Saens Peña :: Linha 409,,-22.931494,-43.234319,,,0,,,,
2033O00127C0,,Ponto Final: Muda,,-22.932232,-43.247523,,,0,,,,
2033O00128C0,,Ponto Final: Saens Peña :: Linha 629,,-22.922814,-43.232537,,,0,,,,
2033O00152C0,,Santa Carolina,,-22.943884,-43.254209,,,0,,,,
2033O00156C0,,São Miguel,,-22.943706,-43.254835,,,0,,,,
2033O00022S0,9D2Q,"BRS 2,3,4: Moraes e Silva",,-22.916560,-43.226310,,,0,,,,
2033O00141C0,,Dona Delfina,,-22.931410,-43.239130,,,0,,,,
2033O00133C0,,Haddock Lobo,,-22.920639,-43.215215,,,0,,,,
2033O00104C0,,Professor Gabizo,,-22.922970,-43.217380,,,0,,,,
2033O00105C0,,Araújo Pena,,-22.923660,-43.218540,,,0,,,,
2031O00027C0,,Ladeira das Yucas,,-22.998969,-43.250769,,,0,,,,
2031O00028C0,,Metrô São Conrado / Rocinha,,-22.993801,-43.252995,,,0,,,,
2031L00020C0,,Metrô São Conrado,,-22.991990,-43.253930,,,0,,,,
2031O00023C0,,Mercado Popular da Rocinha,,-22.992413,-43.252342,,,0,,,,
2029O00037C0,,Vila Cruzado,,-22.985376,-43.244742,,,0,,,,
2032O00028C0,,Estação Barão de Mauá :: Pista Central,,-22.908498,-43.209965,,,0,,,,
2031O00006C0,,Ladeira das Yucas,,-22.998990,-43.251270,,,0,,,,
2030O00002C0,,Vidigal,,-22.995280,-43.235100,,,0,,,,
2031O00026C0,,Praça de São Conrado,,-22.998975,-43.270729,,,0,,,,
2033O00045S0,31HK,"BRS 1,2,3,6,I: Pereira de Siqueira",,-22.919613,-43.223519,,,0,,,,
2031O00016C0,,Praça de São Conrado,,-22.998716,-43.270151,,,0,,,,
2033O00180C0,,"Ponto Final: Saens Peña :: 603, 626, 645",,-22.923826,-43.231994,,,0,,,,
2030O00011C0,,Sheraton,,-22.992068,-43.233590,,,0,,,,
2030O00008C0,,Sheraton,,-22.991952,-43.233799,,,0,,,,
2031O00001C0,,Praça de São Conrado,,-22.999269,-43.269144,,,0,,,,
2033O00039C0,,Ponto Final: Saens Peña :: Linha 639,,-22.923392,-43.234752,,,0,,,,
2033O00088C0,,"Ponto Final: Saens Peña :: Linhas 622, 625, 627, 630",,-22.922718,-43.233199,,,0,,,,
2031O00022C0,,GRES Acadêmicos da Rocinha,,-22.992826,-43.252130,,,0,,,,
2033O00147C1,,Hospital São Francisco,,-22.940248,-43.249662,,,0,,,,
2031O00015C0,,Aquarela do Brasil,,-22.996291,-43.255176,,,0,,,,
2033O00095C0,,Ponto Final: Saens Peña :: Linhas 621 e 623,,-22.920484,-43.223411,,,0,,,,
2031O00019C0,,Metrô São Conrado,,-22.991984,-43.253629,,,0,,,,
2033O00122S9,NZA5,"BRS 1,6: Saens Peña II",,-22.924080,-43.232730,,,0,,,,
2033O00172C0,,Alves de Brito,,-22.933795,-43.242101,,,0,,,,
2033O00177C0,,General Roca,,-22.924980,-43.233660,,,0,,,,
2033O00135C0,,Pinto de Figueiredo,,-22.925560,-43.234750,,,0,,,,
2033O00136C0,,Abelardo Chacrinha Barbosa,,-22.926048,-43.235176,,,0,,,,
2033O00176C0,,Abelardo Chacrinha Barbosa,,-22.927087,-43.235595,,,0,,,,
2033O00137C0,,Conde de Itaguaí,,-22.927550,-43.236150,,,0,,,,
2033O00175C0,,Henry Ford,,-22.928422,-43.236400,,,0,,,,
2033O00139C0,,Clóvis Bevilaqua,,-22.929110,-43.237060,,,0,,,,
2033O00140C0,,José Higino,,-22.929518,-43.237305,,,0,,,,
2033O00174C0,,Vicente de Cabo Frio,,-22.931110,-43.238330,,,0,,,,
2033O00143C0,,Alves de Brito,,-22.933860,-43.242410,,,0,,,,
2033O00144C0,,Radmaker,,-22.934890,-43.243420,,,0,,,,
2033O00168C0,,Natalina,,-22.936322,-43.244759,,,0,,,,
2033O00169C0,,Garibaldi,,-22.935682,-43.244028,,,0,,,,
2033O00145C0,,Natalina,,-22.936440,-43.245151,,,0,,,,
2033O00159C0,,Santa Carolina,,-22.943280,-43.253822,,,0,,,,
2033O00158C0,,Santa Carolina,,-22.943307,-43.254891,,,0,,,,
2033O00155C0,,São Rafael,,-22.946068,-43.255223,,,0,,,,
2033O00153C0,,São Rafael,,-22.946010,-43.255330,,,0,,,,
2033O00106C0,,Barão de Itapagipe,,-22.924460,-43.221720,,,0,,,,
2033O00131C0,,Ponto Final: Saens Peña :: Praça Aldir Blanc,,-22.926855,-43.233743,,,0,,,,
2033O00111S9,NW3Y,"BRS 2,5,7,I: Saens Peña I",,-22.923736,-43.232262,,,0,,,,
2033O00212C0,,Condomínio Edifício Madri,,-22.927700,-43.231800,,,0,,,,
2033O00178C0,,Praça Saens Peña,,-22.924441,-43.232888,,,0,,,,
2033O00164C0,,Colégio Marista São José,,-22.940855,-43.250411,,,0,,,,
2033O00220C0,,Pinto Guedes,,-22.934560,-43.246910,,,0,,,,
2033O00219C0,,Gurindiba,,-22.933544,-43.247906,,,0,,,,
2033O00173C0,,Metrô Uruguai,,-22.932316,-43.240406,,,0,,,,
2033O00225C0,,Vitorio Emanuel,,-22.920736,-43.231648,,,0,,,,
2033O00197C0,,Pareto,,-22.921740,-43.229700,,,0,,,,
2033O00226C0,,São Francisco Xavier,,-22.916901,-43.229011,,,0,,,,
2033O00194C0,,Supermercados Guanabara - Tijuca,,-22.920340,-43.227250,,,0,,,,
2033O00234C0,,Marques de Valença,,-22.920180,-43.226170,,,0,,,,
2033O00236C0,,Pereira de Siqueira,,-22.920386,-43.225752,,,0,,,,
2033O00192C0,,São Francisco Xavier,,-22.918440,-43.224880,,,0,,,,
2033O00191C0,,Mariz e Barros,,-22.915120,-43.218700,,,0,,,,
2033O00208C0,,Silva Ramos,,-22.917060,-43.221100,,,0,,,,
2033O00190C0,,Gonçalves Crespo,,-22.916840,-43.217900,,,0,,,,
2033O00239C0,,Campos Sales,,-22.916000,-43.217210,,,0,,,,
2033O00204C0,,Martins Pena,,-22.918600,-43.219660,,,0,,,,
2033O00209C0,,Henry Ford,,-22.929797,-43.234198,,,0,,,,
2033O00232C0,,Conde de Bonfim,,-22.931840,-43.241590,,,0,,,,
2033O00237C0,,Heitor Beltrão,,-22.917785,-43.219874,,,0,,,,
2033O00214C0,,Maracanã,,-22.929080,-43.239080,,,0,,,,
2033O00215C0,,Maria Amália,,-22.927680,-43.239880,,,0,,,,
2033O00216C0,,Doutor Aníbal Moreira,,-22.925340,-43.240261,,,0,,,,
2033O00162C0,,Agostinho,,-22.942037,-43.252772,,,0,,,,
2033O00179C0,,Ponto Final: Saens Peña :: 608,,-22.924170,-43.232446,,,0,,,,
2033O00021S0,8UHE,"BRS 6,7: Barão de Mesquita",,-22.916428,-43.227624,,,0,,,,
2033O00112C9,,Haddock Lobo,,-22.916979,-43.212166,,,0,,,,
2033O00182C0,,Conselheiro Zenha,,-22.924382,-43.227830,,,0,,,,
2033O00149C0,,Colégio Marista São José,,-22.941030,-43.251680,,,0,,,,
2033O00118C0,,Igreja Nossa Senhora da Conceição,,-22.939120,-43.247790,,,0,,,,
2033O00146C0,,Igreja Nossa Senhora da Conceição,,-22.938999,-43.247835,,,0,,,,
2033O00181C0,,Saens Peña Medical Center,,-22.923610,-43.229666,,,0,,,,
2033O00196C0,,CIEP Samuel Wainer,,-22.921084,-43.228001,,,0,,,,
2033O00142C0,,Metrô Uruguai,,-22.932230,-43.240840,,,0,,,,
2033O00246C0,,Ponto Final: Saens Peña :: Linha 665,,-22.922176,-43.232577,,,0,,,,
2033O00026S9,MMW5,"BRS 1,2,5,6,7,I: Carmela Dutra",,-22.920970,-43.226760,,,0,,,,
2033O00042S9,NHAX,"BRS 1,2,5,6,7,I: Conselheiro Zenha",,-22.921630,-43.228480,,,0,,,,
2033O00132C0,,Ponto Final: Saens Peña :: Rua General Roca,,-22.925300,-43.232820,,,0,,,,
2033O00151C0,,Ary Kerner,,-22.941926,-43.253027,,,0,,,,
2033O00247C0,,Ponto Final: Saens Peña :: Linha 410,,-22.923941,-43.235854,,,0,,,,
2033O00248P0,,Terminal Prof. Carlos Manes Bandeira (Usina) :: Plat. B,Plataforma B,-22.946307,-43.256828,,,0,2033O00251T9,,,B
2033O00249P0,,Terminal Prof. Carlos Manes Bandeira (Usina) :: Plat. C,Plataforma C,-22.946300,-43.256660,,,0,2033O00251T9,,,C
2033O00206C0,,Silva Guimarães,,-22.927782,-43.233559,,,0,,,,
2034O00032C0,,Escola Municipal Mário Faccini,,-22.948963,-43.259915,,,0,,,,
2033O00188C0,,Bispo,,-22.919841,-43.215123,,,0,,,,
2033O00185C0,,Felix da Cunha,,-22.922754,-43.222164,,,0,,,,
2033O00228C0,,Heitor Beltrão,,-22.922630,-43.230190,,,0,,,,
2033O00198C0,,Major Ávila,,-22.922590,-43.231930,,,0,,,,
2033O00202C0,,Soriano de Sousa,,-22.924244,-43.234879,,,0,,,,
2034O00033C0,,Fontes Castelo,,-22.947490,-43.259190,,,0,,,,
2034O00013C0,,Raimundo Castro Maia,,-22.950720,-43.262020,,,0,,,,
2034O00014C0,,Jacamim,,-22.951447,-43.260818,,,0,,,,
2034O00015C0,,Muçu,,-22.953110,-43.261500,,,0,,,,
2033O00227C0,,Shopping Tijuca,,-22.922290,-43.236090,,,0,,,,
2034O00041C0,,Tijuaçu,,-22.972850,-43.284230,,,0,,,,
2032O00008S9,LSPW,"BRS 1,2,3,4,5,6,I: Matoso",,-22.916080,-43.212000,,,0,,,,
2033O00040S9,LU9B,"BRS 1,2,3,4,5,6,I: Domício da Gama",,-22.917040,-43.214430,,,0,,,,
2034O00009C0,,Biguá,,-22.970980,-43.282890,,,0,,,,
2035O00054C0,,Lúcio de Mendonça,,-22.916570,-43.222480,,,0,,,,
2035O00018S0,7V3P,"BRS 5,6: Felipe Camarão",,-22.912660,-43.236250,,,0,,,,
2035O00019S0,8A9A,"BRS 3,4,5,6: Professor Manoel de Abreu",,-22.913650,-43.234510,,,0,,,,
2035O00002S0,8AES,"BRS 5,6: Santa Luíza",,-22.915330,-43.232500,,,0,,,,
2035O00039S9,1EBQ,"BRS 4,5,I: Jorge Rudge",,-22.913840,-43.236970,,,0,,,,
2035O00043S0,5SGU,"BRS 3,4,I: Mará",,-22.912060,-43.237070,,,0,,,,
2035O00087C0,,Rei Pelé,,-22.911268,-43.224872,,,0,,,,
2034O00067C0,,Escola Municipal Mário Faccini,,-22.948786,-43.259947,,,0,,,,
2034O00019C0,,Casa do Alto,,-22.960130,-43.269767,,,0,,,,
2034O00018C0,,Curva do Violão,,-22.957652,-43.264686,,,0,,,,
2034O00069C0,,Curva do Violão,,-22.957157,-43.265385,,,0,,,,
2034O00017C0,,Estrada Velha da Tijuca,,-22.957310,-43.267790,,,0,,,,
2035O00041S0,8HAM,"BRS 2,3,4: Jaceguai",,-22.915808,-43.231818,,,0,,,,
2034O00016C0,,Palácio do Alto,,-22.954510,-43.263710,,,0,,,,
2035O00074C0,,Praça Varnhagem,,-22.917980,-43.234696,,,0,,,,
2034O00031C0,,Raimundo Castro Maia,,-22.950344,-43.261880,,,0,,,,
2033O00217C0,,João Alfredo,,-22.931375,-43.245786,,,0,,,,
2034L00039C0,,São Miguel,,-22.946807,-43.257169,,,0,,,,
2033O00221C0,,Conde de Bonfim,,-22.936470,-43.245630,,,0,,,,
2033O00254C0,,Casa Branca,,-22.936476,-43.246842,,,0,,,,
2033O00253C0,,Livreiro Francisco Alves,,-22.937880,-43.249018,,,0,,,,
2033O00252C0,,Livreiro Francisco Alves,,-22.938137,-43.249194,,,0,,,,
2033O00187C0,,Club Municipal,,-22.920869,-43.217647,,,0,,,,
2035O00086C0,,Mata Machado :: Pista Central,,-22.913135,-43.227150,,,0,,,,
2035O00091C0,,Dona Zulmira,,-22.916618,-43.235029,,,0,,,,
2035O00061C0,,Mariz e Barros,,-22.915860,-43.222600,,,0,,,,
2035O00095C0,,Sergipe,,-22.911680,-43.218765,,,0,,,,
2035O00094C0,,Teixeira Soares,,-22.910634,-43.220078,,,0,,,,
2035O00052C0,,Visconde de Cairu,,-22.915290,-43.220910,,,0,,,,
2035O00051C0,,Campos Sales,,-22.914480,-43.219550,,,0,,,,
2035O00093C0,,Moraes e Silva,,-22.912351,-43.221392,,,0,,,,
2035O00050C0,,Instituto Superior de Educação - ISERJ,,-22.913500,-43.217770,,,0,,,,
2033O00229C0,,Maracanã,,-22.919985,-43.233785,,,0,,,,
2035O00092C0,,Mariz e Barros,,-22.913561,-43.219673,,,0,,,,
2033O00244S2,9NWD,"BRS 2,3,4: Almirante Cóchrane",,-22.918427,-43.224324,,,0,,,,
2033O00183C0,,Araújos,,-22.925011,-43.226231,,,0,,,,
2033O00184C0,,Rego Lopes,,-22.924276,-43.223770,,,0,,,,
2033O00186C0,,Araújo Pena,,-22.921477,-43.219876,,,0,,,,
2033O00189C0,,Matoso,,-22.918276,-43.212230,,,0,,,,
2033O00211C0,,Hospital Casa Evangélico,,-22.929227,-43.231453,,,0,,,,
2033O00199C0,,General Roca,,-22.923546,-43.233767,,,0,,,,
2033O00223C0,,General Roca,,-22.923148,-43.234251,,,0,,,,
2033O00233C0,,General Espírito Santo Cardoso,,-22.929290,-43.243333,,,0,,,,
2034O00012C0,,Doutor Catrambi,,-22.946834,-43.259230,,,0,,,,
2034O00037C0,,São Miguel,,-22.946156,-43.257789,,,0,,,,
2035O00056C0,,Centro Federal de Educação Tecnológica - CEFET-RJ,,-22.912646,-43.224783,,,0,,,,
2035O00049C0,,Ponto Final: São Cristovão :: Linhas 460 e 461,,-22.909844,-43.221063,,,0,,,,
2034O00068C0,,Estrada Velha da Tijuca,,-22.957177,-43.267772,,,0,,,,
2035O00066C0,,Maracanã - Acesso Leste,,-22.913510,-43.227710,,,0,,,,
2035O00071C0,,Professor Eurico Rabelo :: Pista Central,,-22.915485,-43.229139,,,0,,,,
2035O00060C0,,Teixeira Soares,,-22.911490,-43.217520,,,0,,,,
2035O00073C0,,Visconde de Itamarati,,-22.919010,-43.233230,,,0,,,,
2035O00068C0,,Professor Eurico Rabelo,,-22.915470,-43.229440,,,0,,,,
2035O00076C0,,São Francisco Xavier,,-22.913400,-43.233900,,,0,,,,
2035O00047C0,,Felipe Camarão,,-22.912755,-43.235793,,,0,,,,
2035O00015C0,,UERJ,,-22.911600,-43.237270,,,0,,,,
2035O00048C0,,Luiz de Matos,,-22.910828,-43.237750,,,0,,,,
2034O00050C0,,Gávea Pequena,,-22.970260,-43.280893,,,0,,,,
2034O00051C0,,Gávea Pequena,,-22.970080,-43.280960,,,0,,,,
2034O00062C9,,Escola Municipal Menezes Vieira,,-22.965342,-43.277444,,,0,,,,
2034O00066C9,,Açude,,-22.964331,-43.276925,,,0,,,,
2034O00056C0,,Ferreira de Almeida,,-22.964150,-43.276360,,,0,,,,
2034O00058C0,,Amado Nervo,,-22.963010,-43.275260,,,0,,,,
2034O00057C0,,Amado Nervo,,-22.963220,-43.275220,,,0,,,,
2034O00064C9,,Praça Afonso Viseu,,-22.961496,-43.273309,,,0,,,,
2034O00059C0,,Praça Afonso Viseu,,-22.961570,-43.273180,,,0,,,,
2034O00071C0,,Pedra Bonita,,-22.976015,-43.278423,,,0,,,,
2034O00072C0,,Pedra Bonita,,-22.976217,-43.278486,,,0,,,,
2034O00070C0,,Gávea Pequena,,-22.977978,-43.277495,,,0,,,,
2035O00062C0,,General Canabarro,,-22.913973,-43.224796,,,0,,,,
2034O00073C0,,Gávea Pequena,,-22.978625,-43.277157,,,0,,,,
2035O00079C0,,Sergipe,,-22.910814,-43.218280,,,0,,,,
2036O00092C0,,Torres Homem,,-22.915270,-43.251800,,,0,,,,
2037I00052C0,,Uruguai,,-22.926232,-43.245915,,,0,,,,
2037O00031C0,,Agostinho Menezes,,-22.924040,-43.241280,,,0,,,,
2037O00029C0,,Amaral,,-22.924770,-43.243600,,,0,,,,
2037O00024C0,,Gastão Penalva,,-22.925860,-43.252860,,,0,,,,
2036O00070C0,,Barão de Mesquita,,-22.923570,-43.237750,,,0,,,,
2038O00004C0,,Gastão Penalva,,-22.925660,-43.253970,,,0,,,,
